No,Tenth_Percentage,Twelfth_Percentage,College_Tier,Degree,Subjects,UG_Percentage,Internship,Shortlisted_for_Interview,Aptitude_Perc,DS_Alg_Knowledge,Projects,Placed_IT
1649.0,89,74,tier3,B.E,IT,93,Yes,Yes,55,Intermediate,Yes,No
1650.0,92,71,tier3,BTech,EEE,66,No,No,0,Advanced,Yes,No
1651.0,97,83,tier2,BTech,DS&AI,94,Yes,Yes,73,Advanced,Yes,No
1652.0,68,60,tier3,B.E,CIVIL,63,Ongoing,No,0,Advanced,Yes,No
1653.0,72,66,tier3,BTech,DS&AI,95,Ongoing,Yes,69,Novice,No,No
1654.0,74,83,tier2,B.E,ECE,93,Ongoing,Yes,37,Intermediate,No,No
1655.0,84,80,tier2,BTech,ECE,82,Ongoing,Yes,56,Advanced,Yes,No
1656.0,81,60,tier3,BTech,MECH,94,No,Yes,47,Advanced,No,No
1657.0,90,78,tier3,B.E,MECH,94,Ongoing,Yes,98,Novice,No,No
1658.0,86,79,tier3,BTech,CIVIL,93,No,Yes,89,Intermediate,Yes,No
1659.0,72,67,tier3,B.E,CIVIL,67,Ongoing,No,0,Advanced,Yes,No
1660.0,96,74,tier3,B.E,CIVIL,60,Ongoing,No,0,Advanced,Yes,No
1661.0,90,66,tier3,BTech,CSE,83,No,Yes,72,Intermediate,Yes,No
1662.0,81,70,tier3,B.E,IT,91,Yes,Yes,58,Intermediate,Yes,No
1663.0,92,62,tier3,B.E,CIVIL,95,No,Yes,43,Advanced,Yes,No
1664.0,75,72,tier3,BTech,EEE,75,Yes,No,0,Novice,Yes,No
1665.0,93,79,tier3,BTech,EEE,95,Ongoing,Yes,83,Advanced,Yes,No
1666.0,80,72,tier3,B.E,ECE,73,Ongoing,No,0,Intermediate,No,No
1667.0,91,58,tier3,B.E,IT,89,Yes,Yes,81,Novice,No,No
1668.0,94,59,tier3,BTech,DS&AI,92,Yes,Yes,60,Advanced,Yes,No
1669.0,80,60,tier3,BTech,MECH,92,No,Yes,100,Intermediate,No,No
1670.0,72,84,tier2,B.E,CIVIL,75,Ongoing,No,0,Advanced,No,No
1671.0,74,73,tier3,B.E,IT,86,Yes,Yes,82,Advanced,No,No
1672.0,67,78,tier3,BTech,IT,79,No,Yes,71,Intermediate,No,No
1673.0,67,65,tier3,B.E,IT,66,Yes,No,0,Intermediate,No,No
1674.0,70,68,tier3,B.E,MECH,62,Yes,No,0,Novice,Yes,No
1675.0,93,73,tier3,BTech,DS&AI,78,No,Yes,84,Intermediate,No,No
1676.0,68,63,tier3,BTech,ECE,85,No,Yes,84,Intermediate,No,No
1677.0,84,64,tier3,BTech,CSE,62,Ongoing,No,0,Intermediate,Yes,No
1678.0,96,58,tier3,BTech,EEE,91,No,Yes,88,Novice,Yes,No
1679.0,82,92,tier1,B.E,CIVIL,88,Ongoing,Yes,88,Advanced,No,No
1680.0,67,81,tier2,B.E,CSE,89,Ongoing,Yes,63,Intermediate,No,No
1681.0,76,94,tier1,B.E,MECH,84,No,Yes,87,Intermediate,Yes,No
1682.0,71,62,tier3,B.E,CIVIL,73,No,No,0,Novice,Yes,No
1683.0,85,78,tier3,BTech,CIVIL,74,Ongoing,No,0,Novice,No,No
1684.0,71,79,tier3,B.E,DS&AI,85,No,Yes,77,Novice,No,No
1685.0,72,72,tier3,BTech,CSE,80,Ongoing,Yes,37,Advanced,Yes,No
1686.0,81,71,tier3,B.E,IT,83,No,Yes,86,Novice,No,No
1687.0,83,75,tier3,B.E,MECH,73,Ongoing,No,0,Novice,No,No
1688.0,88,84,tier2,B.E,IT,79,Yes,Yes,52,Novice,Yes,No
1689.0,71,79,tier3,B.E,EEE,87,No,Yes,62,Advanced,Yes,No
1690.0,90,58,tier3,B.E,IT,65,No,No,0,Advanced,No,No
1691.0,80,90,tier1,BTech,IT,62,Yes,No,0,Intermediate,Yes,No
1692.0,93,56,tier3,B.E,CIVIL,70,Ongoing,No,0,Advanced,Yes,No
1693.0,92,57,tier3,B.E,IT,63,Yes,No,0,Intermediate,Yes,No
1694.0,86,76,tier3,BTech,ECE,68,No,No,0,Intermediate,No,No
1695.0,84,88,tier2,BTech,DS&AI,91,Yes,Yes,84,Novice,No,No
1696.0,87,72,tier3,BTech,MECH,72,No,No,0,Advanced,Yes,No
1697.0,83,80,tier2,BTech,DS&AI,80,Yes,Yes,47,Novice,No,No
1698.0,76,80,tier2,BTech,IT,60,Yes,No,0,Novice,No,No
1699.0,82,77,tier3,B.E,ECE,88,No,Yes,40,Advanced,No,No
1700.0,84,82,tier2,B.E,CSE,61,Ongoing,No,0,Intermediate,No,No
1701.0,79,94,tier1,B.E,MECH,82,No,Yes,73,Novice,Yes,No
1702.0,81,56,tier3,B.E,EEE,80,Yes,Yes,66,Intermediate,Yes,No
1703.0,97,75,tier3,BTech,DS&AI,60,No,No,0,Intermediate,Yes,No
1704.0,90,56,tier3,BTech,CIVIL,68,Ongoing,No,0,Novice,Yes,No
1705.0,79,95,tier1,B.E,CSE,84,Ongoing,Yes,56,Advanced,No,No
1706.0,77,84,tier2,BTech,DS&AI,92,Ongoing,Yes,67,Intermediate,Yes,No
1707.0,78,67,tier3,BTech,IT,84,Yes,Yes,81,Intermediate,No,No
1708.0,68,59,tier3,BTech,IT,67,Ongoing,No,0,Novice,No,No
1709.0,81,60,tier3,BTech,DS&AI,60,Yes,No,0,Advanced,Yes,No
1710.0,97,72,tier3,BTech,MECH,80,Yes,Yes,39,Advanced,No,No
1711.0,86,76,tier3,B.E,DS&AI,60,Ongoing,No,0,Advanced,No,No
1712.0,76,79,tier3,BTech,CSE,81,No,Yes,64,Advanced,No,No
1713.0,88,57,tier3,B.E,MECH,75,No,No,0,Novice,Yes,No
1714.0,78,89,tier2,B.E,IT,63,No,No,0,Novice,No,No
1715.0,74,71,tier3,BTech,CIVIL,94,Ongoing,Yes,92,Advanced,Yes,Yes
1716.0,77,82,tier2,B.E,ECE,69,Ongoing,No,0,Intermediate,No,No
1717.0,71,70,tier3,BTech,EEE,76,No,Yes,64,Novice,Yes,No
1718.0,84,84,tier2,B.E,IT,68,Ongoing,No,0,Novice,No,No
1719.0,75,60,tier3,BTech,CIVIL,76,Ongoing,Yes,75,Intermediate,No,No
1720.0,87,55,tier3,BTech,MECH,60,Ongoing,No,0,Intermediate,No,No
1721.0,89,82,tier2,BTech,CSE,64,Ongoing,No,0,Advanced,No,No
1722.0,78,57,tier3,BTech,ECE,64,No,No,0,Intermediate,No,No
1723.0,78,77,tier3,B.E,CIVIL,61,Yes,No,0,Advanced,No,No
1724.0,74,87,tier2,B.E,IT,90,Yes,Yes,85,Novice,No,No
1725.0,91,55,tier3,BTech,EEE,91,Ongoing,Yes,75,Intermediate,Yes,No
1726.0,66,84,tier2,BTech,IT,90,Yes,Yes,80,Novice,Yes,No
1727.0,69,86,tier2,B.E,EEE,65,Yes,No,0,Novice,No,No
1728.0,80,76,tier3,BTech,IT,71,Ongoing,No,0,Advanced,Yes,No
1729.0,68,73,tier3,BTech,EEE,81,Ongoing,Yes,70,Intermediate,Yes,No
1730.0,85,64,tier3,BTech,DS&AI,66,No,No,0,Advanced,Yes,No
1731.0,77,77,tier3,BTech,CSE,87,Ongoing,Yes,63,Novice,Yes,No
1732.0,82,93,tier1,BTech,DS&AI,73,No,No,0,Intermediate,No,No
1733.0,83,68,tier3,BTech,IT,76,Yes,Yes,64,Advanced,No,No
1734.0,96,55,tier3,BTech,CIVIL,93,Ongoing,Yes,56,Intermediate,No,No
1735.0,98,60,tier3,BTech,CSE,89,No,Yes,94,Intermediate,Yes,No
1736.0,83,81,tier2,BTech,ECE,70,Yes,No,0,Intermediate,No,No
1737.0,94,86,tier2,BTech,MECH,79,No,Yes,53,Novice,Yes,No
1738.0,83,59,tier3,BTech,CSE,66,Yes,No,0,Novice,Yes,No
1739.0,69,85,tier2,BTech,CIVIL,91,Ongoing,Yes,67,Advanced,No,No
1740.0,79,83,tier2,BTech,IT,81,Ongoing,Yes,90,Intermediate,No,No
1741.0,68,84,tier2,BTech,CIVIL,83,Ongoing,Yes,53,Advanced,Yes,No
1742.0,86,92,tier1,BTech,IT,62,Yes,No,0,Advanced,Yes,No
1743.0,73,73,tier3,BTech,EEE,78,Ongoing,Yes,45,Novice,Yes,No
1744.0,79,77,tier3,BTech,EEE,68,Ongoing,No,0,Novice,Yes,No
1745.0,77,80,tier2,B.E,MECH,81,Yes,Yes,78,Intermediate,Yes,No
1746.0,92,67,tier3,BTech,DS&AI,60,Ongoing,No,0,Intermediate,No,No
1747.0,86,60,tier3,B.E,DS&AI,91,Ongoing,Yes,100,Intermediate,No,No
1748.0,72,73,tier3,B.E,ECE,61,No,No,0,Novice,No,No
1749.0,79,66,tier3,B.E,MECH,63,Yes,No,0,Novice,Yes,No
1750.0,67,91,tier1,B.E,EEE,90,No,Yes,97,Advanced,Yes,No
1751.0,79,60,tier3,B.E,DS&AI,85,Yes,Yes,95,Novice,Yes,No
1752.0,93,77,tier3,BTech,DS&AI,89,No,Yes,93,Intermediate,Yes,No
1753.0,72,60,tier3,BTech,CSE,70,Yes,No,0,Novice,Yes,No
1754.0,84,81,tier2,BTech,CSE,62,Yes,No,0,Intermediate,Yes,No
1755.0,73,68,tier3,B.E,MECH,91,Ongoing,Yes,98,Novice,No,No
1756.0,81,70,tier3,BTech,CIVIL,89,No,Yes,72,Novice,No,No
1757.0,89,84,tier2,B.E,CSE,61,No,No,0,Intermediate,No,No
1758.0,70,89,tier2,BTech,IT,73,Ongoing,No,0,Intermediate,No,No
1759.0,97,85,tier2,B.E,DS&AI,78,No,Yes,73,Advanced,No,No
1760.0,79,56,tier3,B.E,CIVIL,73,No,No,0,Intermediate,No,No
1761.0,91,90,tier1,B.E,EEE,69,Ongoing,No,0,Intermediate,No,No
1762.0,78,90,tier1,B.E,MECH,70,Ongoing,No,0,Intermediate,Yes,No
1763.0,68,70,tier3,B.E,ECE,80,Yes,Yes,44,Advanced,Yes,No
1764.0,92,67,tier3,B.E,MECH,94,Yes,Yes,80,Novice,Yes,No
1765.0,91,74,tier3,BTech,MECH,76,Yes,Yes,74,Advanced,No,No
1766.0,96,80,tier2,BTech,IT,74,Yes,No,0,Novice,No,No
1767.0,73,62,tier3,B.E,ECE,62,No,No,0,Advanced,No,No
1768.0,66,74,tier3,BTech,MECH,77,Ongoing,Yes,69,Novice,Yes,No
1769.0,75,77,tier3,BTech,MECH,65,Yes,No,0,Novice,Yes,No
1770.0,86,55,tier3,B.E,MECH,81,Yes,Yes,64,Advanced,Yes,No
1771.0,69,64,tier3,B.E,EEE,62,Ongoing,No,0,Novice,No,No
1772.0,82,75,tier3,B.E,CIVIL,63,Yes,No,0,Intermediate,Yes,No
1773.0,94,76,tier3,B.E,MECH,61,Yes,No,0,Novice,No,No
1774.0,91,91,tier1,BTech,CIVIL,75,No,No,0,Intermediate,Yes,No
1775.0,87,94,tier1,BTech,EEE,60,No,No,0,Advanced,Yes,No
1776.0,97,70,tier3,BTech,IT,66,Ongoing,No,0,Advanced,No,No
1777.0,85,83,tier2,B.E,CSE,71,No,No,0,Novice,Yes,No
1778.0,73,95,tier1,B.E,CSE,66,Ongoing,No,0,Intermediate,No,No
1779.0,79,75,tier3,BTech,DS&AI,95,Ongoing,Yes,45,Advanced,Yes,No
1780.0,97,56,tier3,B.E,ECE,81,Yes,Yes,35,Intermediate,No,No
1781.0,67,78,tier3,BTech,CSE,76,No,Yes,55,Intermediate,Yes,No
1782.0,73,59,tier3,BTech,CIVIL,64,Yes,No,0,Intermediate,Yes,No
1783.0,92,58,tier3,B.E,EEE,66,Ongoing,No,0,Advanced,Yes,No
1784.0,74,70,tier3,BTech,IT,77,No,Yes,74,Intermediate,No,No
1785.0,80,82,tier2,BTech,DS&AI,71,Ongoing,No,0,Intermediate,No,No
1786.0,95,83,tier2,BTech,CIVIL,82,Yes,Yes,94,Novice,Yes,No
1787.0,67,69,tier3,BTech,DS&AI,87,Ongoing,Yes,50,Novice,No,No
1788.0,83,86,tier2,B.E,EEE,63,Ongoing,No,0,Advanced,No,No
1789.0,77,57,tier3,B.E,EEE,84,No,Yes,67,Intermediate,Yes,No
1790.0,66,77,tier3,BTech,ECE,69,Ongoing,No,0,Novice,No,No
1791.0,87,75,tier3,B.E,MECH,85,Yes,Yes,69,Advanced,No,No
1792.0,73,71,tier3,BTech,MECH,64,No,No,0,Novice,Yes,No
1793.0,86,60,tier3,B.E,DS&AI,78,No,Yes,53,Intermediate,No,No
1794.0,98,75,tier3,B.E,DS&AI,93,Yes,Yes,53,Intermediate,Yes,No
1795.0,81,64,tier3,BTech,EEE,80,Yes,Yes,55,Novice,No,No
1796.0,81,57,tier3,BTech,DS&AI,62,Yes,No,0,Novice,No,No
1797.0,83,79,tier3,B.E,EEE,77,Yes,Yes,46,Novice,Yes,No
1798.0,96,68,tier3,BTech,MECH,69,Ongoing,No,0,Intermediate,Yes,No
1799.0,84,70,tier3,BTech,ECE,67,No,No,0,Novice,Yes,No
1800.0,78,58,tier3,B.E,EEE,62,Ongoing,No,0,Advanced,Yes,No
1801.0,67,67,tier3,BTech,CIVIL,75,Ongoing,No,0,Novice,Yes,No
1802.0,88,72,tier3,B.E,EEE,92,No,Yes,49,Intermediate,Yes,No
1803.0,79,77,tier3,B.E,MECH,91,Ongoing,Yes,65,Novice,Yes,No
1804.0,70,70,tier3,B.E,MECH,60,Yes,No,0,Advanced,Yes,No
1805.0,74,79,tier3,BTech,IT,64,Ongoing,No,0,Intermediate,Yes,No
1806.0,68,85,tier2,BTech,ECE,70,Ongoing,No,0,Novice,Yes,No
1807.0,75,96,tier1,B.E,IT,80,No,Yes,39,Novice,No,No
1808.0,72,96,tier1,BTech,CSE,67,No,No,0,Novice,Yes,No
1809.0,84,59,tier3,B.E,CSE,94,No,Yes,62,Novice,No,No
1810.0,70,55,tier3,BTech,EEE,74,No,No,0,Intermediate,No,No
1811.0,87,61,tier3,BTech,CSE,89,Yes,Yes,68,Advanced,Yes,No
1812.0,82,83,tier2,B.E,DS&AI,78,Yes,Yes,80,Advanced,Yes,No
1813.0,80,65,tier3,BTech,CSE,90,Yes,Yes,53,Advanced,Yes,No
1814.0,91,93,tier1,B.E,DS&AI,89,Ongoing,Yes,56,Advanced,Yes,No
1815.0,80,61,tier3,B.E,ECE,60,No,No,0,Advanced,Yes,No
1816.0,83,65,tier3,B.E,ECE,74,No,No,0,Intermediate,Yes,No
1817.0,90,77,tier3,BTech,CIVIL,94,No,Yes,55,Novice,Yes,No
1818.0,83,78,tier3,B.E,DS&AI,86,No,Yes,50,Advanced,No,No
1819.0,68,92,tier1,B.E,IT,91,Ongoing,Yes,38,Intermediate,No,No
1820.0,80,75,tier3,B.E,EEE,84,Yes,Yes,40,Advanced,Yes,No
1821.0,93,69,tier3,BTech,EEE,60,Yes,No,0,Advanced,Yes,No
1822.0,79,60,tier3,B.E,CIVIL,60,Ongoing,No,0,Intermediate,Yes,No
1823.0,69,58,tier3,B.E,DS&AI,80,No,Yes,56,Novice,No,No
1824.0,84,62,tier3,BTech,CIVIL,61,No,No,0,Advanced,Yes,No
1825.0,66,67,tier3,B.E,CSE,71,No,No,0,Intermediate,No,No
1826.0,83,80,tier2,BTech,DS&AI,85,Ongoing,Yes,85,Novice,Yes,No
1827.0,69,63,tier3,B.E,ECE,70,Ongoing,No,0,Intermediate,Yes,No
1828.0,67,70,tier3,BTech,ECE,80,No,Yes,94,Novice,Yes,No
1829.0,87,90,tier1,B.E,CSE,80,Ongoing,Yes,80,Advanced,Yes,No
1830.0,87,63,tier3,B.E,EEE,76,Yes,Yes,50,Advanced,Yes,No
1831.0,78,78,tier3,B.E,DS&AI,76,Yes,Yes,36,Novice,Yes,No
1832.0,75,61,tier3,B.E,EEE,68,No,No,0,Novice,No,No
1833.0,77,95,tier1,B.E,CIVIL,78,Ongoing,Yes,97,Advanced,Yes,Yes
1834.0,79,55,tier3,BTech,MECH,72,No,No,0,Advanced,Yes,No
1835.0,98,70,tier3,B.E,MECH,73,Yes,No,0,Advanced,No,No
1836.0,71,85,tier2,B.E,CSE,92,No,Yes,44,Advanced,No,No
1837.0,96,55,tier3,BTech,CSE,74,No,No,0,Novice,No,No
1838.0,95,70,tier3,B.E,IT,86,Ongoing,Yes,52,Novice,Yes,No
1839.0,78,73,tier3,BTech,CIVIL,73,No,No,0,Advanced,No,No
1840.0,81,63,tier3,B.E,CIVIL,79,No,Yes,47,Intermediate,No,No
1841.0,93,59,tier3,B.E,EEE,95,Ongoing,Yes,84,Advanced,No,No
1842.0,93,96,tier1,BTech,IT,82,Ongoing,Yes,57,Advanced,No,No
1843.0,67,67,tier3,B.E,DS&AI,92,Ongoing,Yes,68,Novice,Yes,No
1844.0,98,75,tier3,BTech,IT,74,Yes,No,0,Advanced,Yes,No
1845.0,97,72,tier3,B.E,MECH,93,Ongoing,Yes,72,Advanced,No,No
1846.0,78,58,tier3,BTech,MECH,83,Ongoing,Yes,94,Novice,No,No
1847.0,87,96,tier1,BTech,DS&AI,65,No,No,0,Advanced,Yes,No
1848.0,77,84,tier2,B.E,EEE,82,No,Yes,87,Novice,No,No
1849.0,93,56,tier3,BTech,ECE,90,Yes,Yes,37,Advanced,No,No
1850.0,73,55,tier3,B.E,MECH,95,Ongoing,Yes,95,Novice,Yes,No
1851.0,88,86,tier2,BTech,MECH,91,Yes,Yes,63,Novice,Yes,No
1852.0,69,92,tier1,BTech,CIVIL,86,Yes,Yes,96,Novice,No,No
1853.0,90,78,tier3,B.E,MECH,82,No,Yes,35,Novice,No,No
1854.0,81,76,tier3,BTech,IT,93,No,Yes,84,Advanced,No,No
1855.0,96,82,tier2,B.E,CIVIL,72,Ongoing,No,0,Advanced,No,No
1856.0,69,96,tier1,BTech,CIVIL,74,No,No,0,Novice,Yes,No
1857.0,70,63,tier3,BTech,CSE,66,No,No,0,Novice,No,No
1858.0,98,70,tier3,BTech,MECH,69,Ongoing,No,0,Intermediate,No,No
1859.0,84,64,tier3,B.E,CIVIL,74,No,No,0,Novice,No,No
1860.0,86,74,tier3,BTech,ECE,83,Yes,Yes,38,Advanced,No,No
1861.0,85,73,tier3,B.E,CSE,79,Ongoing,Yes,46,Advanced,No,No
1862.0,81,73,tier3,B.E,EEE,93,Yes,Yes,63,Intermediate,No,No
1863.0,80,62,tier3,BTech,DS&AI,75,Yes,No,0,Intermediate,No,No
1864.0,90,66,tier3,B.E,ECE,76,Ongoing,Yes,58,Advanced,Yes,No
1865.0,89,69,tier3,B.E,EEE,77,Yes,Yes,41,Novice,Yes,No
1866.0,97,91,tier1,B.E,ECE,85,No,Yes,58,Novice,Yes,No
1867.0,74,61,tier3,BTech,CSE,77,Ongoing,Yes,92,Intermediate,No,No
1868.0,76,55,tier3,B.E,CSE,95,No,Yes,73,Advanced,Yes,No
1869.0,77,58,tier3,BTech,CIVIL,94,Ongoing,Yes,53,Advanced,No,No
1870.0,78,94,tier1,B.E,EEE,85,Ongoing,Yes,74,Novice,No,No
1871.0,70,64,tier3,B.E,ECE,81,Yes,Yes,83,Intermediate,No,No
1872.0,97,94,tier1,BTech,CSE,67,Yes,No,0,Advanced,Yes,No
1873.0,69,57,tier3,B.E,ECE,63,Ongoing,No,0,Intermediate,Yes,No
1874.0,71,88,tier2,BTech,MECH,78,Yes,Yes,35,Advanced,Yes,No
1875.0,92,66,tier3,B.E,ECE,71,Yes,No,0,Novice,No,No
1876.0,78,64,tier3,B.E,CIVIL,67,Yes,No,0,Novice,Yes,No
1877.0,88,96,tier1,BTech,DS&AI,94,Yes,Yes,49,Novice,No,No
1878.0,88,77,tier3,BTech,ECE,70,No,No,0,Intermediate,No,No
1879.0,74,89,tier2,BTech,EEE,89,Yes,Yes,68,Intermediate,Yes,No
1880.0,91,83,tier2,B.E,IT,61,Ongoing,No,0,Advanced,Yes,No
1881.0,92,60,tier3,BTech,MECH,60,Yes,No,0,Intermediate,Yes,No
1882.0,92,71,tier3,BTech,CSE,62,No,No,0,Novice,Yes,No
1883.0,74,82,tier2,BTech,CSE,89,No,Yes,78,Intermediate,Yes,No
1884.0,66,58,tier3,B.E,ECE,77,Yes,Yes,87,Advanced,Yes,Yes
1885.0,73,57,tier3,B.E,CSE,63,Yes,No,0,Advanced,No,No
1886.0,83,86,tier2,BTech,ECE,95,Yes,Yes,84,Novice,Yes,No
1887.0,72,69,tier3,B.E,ECE,66,No,No,0,Intermediate,No,No
1888.0,98,95,tier1,B.E,CIVIL,64,Yes,No,0,Advanced,No,No
1889.0,67,58,tier3,BTech,IT,90,Ongoing,Yes,41,Intermediate,Yes,No
1890.0,77,63,tier3,B.E,CSE,81,Yes,Yes,81,Novice,No,No
1891.0,86,75,tier3,BTech,IT,91,Yes,Yes,36,Intermediate,No,No
1892.0,74,60,tier3,BTech,CSE,83,Yes,Yes,49,Novice,No,No
1893.0,70,60,tier3,B.E,ECE,92,Ongoing,Yes,72,Advanced,Yes,No
1894.0,98,90,tier1,B.E,IT,77,Ongoing,Yes,47,Intermediate,No,No
1895.0,87,58,tier3,BTech,DS&AI,94,No,Yes,71,Advanced,Yes,No
1896.0,72,59,tier3,BTech,MECH,76,Ongoing,Yes,65,Novice,No,No
1897.0,80,79,tier3,BTech,DS&AI,73,Ongoing,No,0,Novice,No,No
1898.0,97,65,tier3,BTech,CSE,69,Ongoing,No,0,Advanced,No,No
1899.0,90,71,tier3,B.E,CIVIL,77,No,Yes,35,Intermediate,No,No
1900.0,73,78,tier3,B.E,DS&AI,89,Ongoing,Yes,41,Advanced,Yes,No
1901.0,91,73,tier3,B.E,ECE,80,No,Yes,67,Intermediate,Yes,No
1902.0,97,85,tier2,BTech,DS&AI,78,Yes,Yes,57,Advanced,No,No
1903.0,95,95,tier1,BTech,ECE,79,Ongoing,Yes,53,Novice,No,No
1904.0,85,83,tier2,BTech,MECH,78,Ongoing,Yes,45,Novice,No,No
1905.0,75,85,tier2,BTech,EEE,81,Yes,Yes,40,Novice,No,No
1906.0,78,89,tier2,B.E,IT,78,No,Yes,75,Novice,No,No
1907.0,83,76,tier3,B.E,ECE,79,No,Yes,61,Intermediate,No,No
1908.0,80,70,tier3,B.E,IT,84,Yes,Yes,35,Novice,Yes,No
1909.0,89,92,tier1,B.E,MECH,68,No,No,0,Intermediate,No,No
1910.0,89,88,tier2,BTech,MECH,87,Yes,Yes,80,Advanced,No,No
1911.0,81,87,tier2,BTech,DS&AI,87,Ongoing,Yes,79,Advanced,No,No
1912.0,76,62,tier3,BTech,IT,94,Yes,Yes,38,Novice,No,No
1913.0,86,74,tier3,BTech,IT,74,No,No,0,Novice,No,No
1914.0,88,59,tier3,BTech,MECH,75,No,No,0,Advanced,Yes,No
1915.0,84,58,tier3,BTech,CSE,70,No,No,0,Advanced,Yes,No
1916.0,95,70,tier3,BTech,DS&AI,81,Yes,Yes,44,Advanced,No,No
1917.0,86,70,tier3,B.E,DS&AI,90,No,Yes,40,Advanced,No,No
1918.0,68,76,tier3,BTech,IT,93,Yes,Yes,91,Intermediate,No,No
1919.0,74,74,tier3,B.E,EEE,93,Yes,Yes,39,Advanced,Yes,No
1920.0,77,57,tier3,B.E,CIVIL,95,No,Yes,52,Advanced,Yes,No
1921.0,83,68,tier3,B.E,DS&AI,70,Yes,No,0,Intermediate,No,No
1922.0,66,74,tier3,BTech,CIVIL,81,No,Yes,54,Intermediate,No,No
1923.0,67,55,tier3,BTech,ECE,76,Ongoing,Yes,60,Advanced,No,No
1924.0,80,74,tier3,B.E,ECE,65,Yes,No,0,Intermediate,No,No
1925.0,70,85,tier2,B.E,EEE,63,Ongoing,No,0,Intermediate,Yes,No
1926.0,96,95,tier1,BTech,CIVIL,78,Yes,Yes,77,Advanced,Yes,No
1927.0,86,70,tier3,BTech,CIVIL,67,No,No,0,Advanced,Yes,No
1928.0,71,87,tier2,B.E,EEE,65,Yes,No,0,Intermediate,No,No
1929.0,95,79,tier3,BTech,CSE,78,Yes,Yes,54,Intermediate,No,No
1930.0,89,81,tier2,B.E,IT,67,Yes,No,0,Advanced,Yes,No
1931.0,92,89,tier2,BTech,MECH,82,No,Yes,88,Advanced,No,No
1932.0,96,80,tier2,BTech,CSE,72,Ongoing,No,0,Intermediate,No,No
1933.0,73,77,tier3,B.E,CIVIL,70,Ongoing,No,0,Intermediate,Yes,No
1934.0,68,76,tier3,B.E,DS&AI,78,Ongoing,Yes,96,Novice,Yes,No
1935.0,94,85,tier2,BTech,CSE,62,Ongoing,No,0,Novice,No,No
1936.0,82,61,tier3,B.E,CSE,64,Ongoing,No,0,Advanced,No,No
1937.0,91,81,tier2,B.E,ECE,91,Ongoing,Yes,39,Novice,Yes,No
1938.0,67,62,tier3,BTech,ECE,92,Ongoing,Yes,56,Novice,Yes,No
1939.0,81,89,tier2,BTech,IT,77,Yes,Yes,94,Novice,Yes,No
1940.0,90,77,tier3,BTech,EEE,63,No,No,0,Advanced,No,No
1941.0,86,63,tier3,B.E,DS&AI,62,Yes,No,0,Intermediate,No,No
1942.0,71,71,tier3,BTech,DS&AI,61,Yes,No,0,Advanced,Yes,No
1943.0,84,78,tier3,B.E,EEE,65,Yes,No,0,Novice,No,No
1944.0,94,67,tier3,B.E,DS&AI,76,No,Yes,57,Novice,Yes,No
1945.0,80,76,tier3,BTech,IT,89,Ongoing,Yes,78,Intermediate,Yes,No
1946.0,98,68,tier3,BTech,IT,76,Yes,Yes,87,Novice,No,No
1947.0,74,66,tier3,BTech,DS&AI,87,No,Yes,67,Novice,No,No
1948.0,87,94,tier1,B.E,MECH,88,Ongoing,Yes,47,Advanced,Yes,No
1949.0,66,67,tier3,BTech,ECE,65,Ongoing,No,0,Intermediate,Yes,No
1950.0,71,55,tier3,BTech,EEE,88,Yes,Yes,49,Intermediate,Yes,No
1951.0,68,91,tier1,BTech,MECH,62,Yes,No,0,Advanced,Yes,No
1952.0,76,65,tier3,BTech,CIVIL,64,Ongoing,No,0,Advanced,Yes,No
1953.0,96,73,tier3,B.E,EEE,91,No,Yes,68,Advanced,No,No
1954.0,86,79,tier3,BTech,MECH,90,Ongoing,Yes,78,Novice,Yes,No
1955.0,71,75,tier3,BTech,DS&AI,69,Ongoing,No,0,Novice,Yes,No
1956.0,91,84,tier2,B.E,ECE,74,Yes,No,0,Advanced,No,No
1957.0,81,63,tier3,BTech,EEE,84,Ongoing,Yes,50,Advanced,No,No
1958.0,72,59,tier3,B.E,CIVIL,77,Ongoing,Yes,87,Advanced,No,No
1959.0,94,88,tier2,B.E,MECH,61,Yes,No,0,Intermediate,Yes,No
1960.0,92,74,tier3,BTech,ECE,94,Yes,Yes,55,Intermediate,No,No
1961.0,80,55,tier3,B.E,CIVIL,63,Yes,No,0,Intermediate,No,No
1962.0,92,59,tier3,B.E,ECE,71,Ongoing,No,0,Advanced,No,No
1963.0,67,65,tier3,B.E,CIVIL,68,Yes,No,0,Advanced,Yes,No
1964.0,75,77,tier3,BTech,CSE,94,Ongoing,Yes,87,Intermediate,Yes,Yes
1965.0,96,69,tier3,BTech,IT,95,Yes,Yes,64,Intermediate,Yes,No
1966.0,98,96,tier1,BTech,ECE,66,No,No,0,Intermediate,No,No
1967.0,93,61,tier3,BTech,EEE,67,Ongoing,No,0,Intermediate,No,No
1968.0,75,63,tier3,BTech,IT,93,Ongoing,Yes,59,Novice,No,No
1969.0,96,82,tier2,BTech,ECE,76,Yes,Yes,84,Advanced,No,No
1970.0,85,80,tier2,B.E,CSE,73,Ongoing,No,0,Intermediate,No,No
1971.0,98,86,tier2,B.E,CIVIL,87,Ongoing,Yes,86,Intermediate,Yes,Yes
1972.0,74,96,tier1,B.E,ECE,72,Yes,No,0,Advanced,Yes,No
1973.0,98,84,tier2,BTech,IT,79,Ongoing,Yes,86,Advanced,Yes,Yes
